tweet,ironic
¿Saben qué es muy gracioso? Los que dicen algo aparentemente sarcástico y al final ponen #sarcasmo,1
"@ignaciorj95 jaja algo así creo yo, aunque no recuerdo muy bien como llegamos a la resi. #ironía",1
@SarkoSilver seguramente.... El peinado de Alves sera lo mas comentado de la #CopaDelRey el golazo de quien era? #ironia @Parn7 😝,0
"A quina hora sona, l'himne dels espanyols? #ironia",1
"Israel nos ha dado un punto , mirad bien el punto no valla a tener una bomba lapa o algo ... #Ironia #NoOsOfendais",1
Fotos mostrando las ... - http://t.co/8HHjG1kxb3 #Chiste #Ironía #Joke #Meme #Mujeres http://t.co/qPUcpt4Oys,1
Los que os dais por ofendidos viendo  #Anclados os recomiendo que busqueis la palabra #sarcasmo esta claro q es exageracion de los clichés 😔,1
Debe ser vacilón ilusionar e irse... #Sarcasmo.,1
"Qué estrano,eh? #Ironia https://t.co/32j3pTiE8K",1
"El Congreso se vistió de ""violeta"".
#Timing
#Ironía
#NoPuedoMás http://t.co/nyeQFG0yqL",1
"Comprate una vida cheee... !!!

#Repost felizsarcasmo
・・・
#sarcasmo #humor #felizsarcasmo #verdad… https://t.co/RJajHxvQ76",1
"@odiolosvikingos Que jerarquía tiene @isco_alarcon, ha llegado Danilo y le ha qitado el dorsal @isco_alarcon te Madrid te ama #sarcasmo J A",1
"Luego ya vino Fernando VII y lo arregló todo
#ironía 
#quéPaís  https://t.co/b9TWIPwkRU",1
"Todo el dia haciendo ejercicios:mates,mates d sociales,dib tec, estoy cansada,menos mal q tambien hay q hincar codos: lengua,filo #ironia",1
@gghero_ JAJAJAJAAJ QUE GRACHIOCHAH #sarcasmo,1
"#HumorAteo #Sarcasmo

Fritos Rock http://t.co/OTtTG5BDCJ",1
"@joselanata por eso te resalte la palabra #SARCASMO !! Esta bien me avisas, para ver si apruebo o no tu modelo economico  😊😊",1
"@IvanMinator perdón, olvidé poner algo así como #ironia así lo entendías. Mora sólo, y al 50%, les metio dos en México. No hace falta nadie.",1
Por qué tanta gente en Los Shyris hoy? Había piques ? #ironia #sarcasmo,1
"-Ayer folle con una americana

-hostias y que tal?

-un calorazo...😪

(Mejorando) #ironia",1
"@K_renGz más que alegre, saca los sentimientos!! jajajajajaja #sarcasmo",1
@pattygru que es muy acertado el tag #monster #ironía #risas,1
Jajajajajajajajajajajajajaja 🔝🔝😀 https://t.co/CelSLOzg4i,1
"@aolverar pero quien los va a multar, el INE ? Jajaja mejor alguien que sí sea autoridad. #Sarcasmo",1
@abc_es @norcoreano @abc_mundo ya estan los #birisnorte haciendo de las suyas...otra denuncia que os cae....tebas!! Mira estos!!! #ironia,1
"@bustamantepollo Y si la #Selecta juega mal, porque Argentina no lo puede hacer igual? #sarcasmo",1
¡con lo listos que parecen hablando  y luego no saben utilizar mando distancia TV para cambiar canal si no les gusta programación #ironia,1
"@YeyGodoy que la gente es tonta, es preferible escuchar música de postureo y no canciones que suenen a algo de verdad #ironía",0
"@_Futbolero_ No digas ""bombazo"" que incitas a la violencia, que estos de Vox y Manos Limpias están muy susceptibles. #Ironia",1
"@JRDengo sí, eso es lo positivo. #Sarcasmo",1
"@JF11_lara Quieres decir?, en Girona no bajan de 4000 #Ironia",1
Le tocaba su corona #ModoMissVenezuela  https://t.co/GZ2aOlfQrL,1
"No que no se pueden ""adelantar resultados"" antes de las 8 PM??? #sarcasmo @aldu_maria @PedroFerriz @Jan_Herzog  https://t.co/09XE1oN4dz",1
Chucha....que mal #sarcasmo  https://t.co/QundtHaaBi,1
@0RTOGRAFIA una página llamada ortografía dice que te juzgarán por tu ortografía...#ironia,1
@sextaNoticias @PPopular me quedo más tranquila #Rajoy #ironía,1
Me llega este tuit. #Sarcasmo https://t.co/cnr8hbqqQ0,1
@tato1991ur no es lo mismo!!! Vas a comparar... #Sarcasmo,1
"Matar por materia inerte (dinero), lo veo lógico, matar no es nada y los metales y papeles no se comen. Suena lógico. #Sarcasmo #RazonaPTM",1
77. En España no nos podemos quejar asique me gusta todo #ironía,1
"#Ironia 
Ser el mas bajo de estatura entre mis dos mejores amigos, ser mas grande en edad que ellos dos.....",1
Que bien está jugando Papa!! ,0
Sale a calentar el Barcelona en su propio estadio y solo se oyen pitos. Una gran aficion la del FCB. #Ironia,1
Esta son mía toda @Pedrojosesanch_ Abusador que no falte #FrankieRuiz #Ironía📻🎵🍻 @ElGatoPeter  @LAYOHA12 @luisdouglasj @DeunyRD #Arañando,1
Veo a varios apoyando la campaña #NiUnaMenos pero después no bajan de puta ni gato a una mujer! #Ironía 💁🏼,1
"#HumorAteo #Sarcasmo 

Fritos Rock http://t.co/bgK70DmI3f",1
Gracias a las que ya han visto el capítulo por poner capturas DEL FINAL #Ironía #BruceWillisEstabaMuerto #EsoNoSeHace,1
Que #ironia #ecuador #yasuni #yasunivive #stopyasuninow #CallateCorreaNadieTeCree Increíble que usen fotos como esta. http://t.co/teG6ptFw6W,1
"#Sarcasmo Monte Alejandro Rubido: Pos ya se fue, pos ya sabemos que #EPN es un pendejo, y que al chino #8ng le vale madres, ¿y que?",1
Ala buenas y felices noches 😪 #sarcasmo,1
"@williecolon es solo un hombre más. 
#ironía",1
Me ha encantao la cara de Isa Pantoja mientras Suhaila lloraba. Estaba empatizando mogollón. #GalaSV8 #Ironia,1
@RaquelEcenarro  vamos que tiene toda la razon!!!#ironia.....Sabe lo que dice? jjjj,1
"Esos que se toman fotos sacando la lengua,  no piden verga,  la exigen a gritos.

#sarcasmo",1
"Cuanta más terminología utilices,mejor quedas cara a jugadores y grada,da igual q al final el jugador no entienda lo q kieres de él.
#Ironia",1
"@omisiones1 @La_Cerca el sarcasmo no esconde, pone de manifiesto... tú mismo te has definido como trol en el tuit anterior... #sarcasmo #on",1
Y es que en el peligro esta el sabor de lo prohibido🎵 #Ironia #FrankieRuiz #Salsa #Martes https://t.co/tcsh9Jj9Z5,1
@LuineKwende Culturizar y expandir un dogma suele ser peligroso. Mira ISIS. PD: A lo anterior #Sarcasmo.... https://t.co/Cd9LWhyJMc,1
"@BeatrizTalegon 

Tranquila... que les van a dedicar también los mismos minutos. #Ironía

#SusMediosSuRégimen",1
"Qué suerte para los murcianos contar con una directora general con la experiencia, la sensibilidad y el saber hacer de @anaguijarrom #ironia",1
De esas veces que descongelas en el micro un poco de pan se te va el tiempo y esta mas duro que cuando entró.....#Ironia,1
Cuánta sabiduría en sus palabras... #Ironía  https://t.co/ykF3tjjkG6,1
@savanana05 @Hibai_ son medios de desinformación... Es su trabajo... #sarcasmo,1
"Porque la PGR protege a las mujeres y niñas y les interesa velar por sus DDHH ¬¬ 
#sarcasmo #HipócritaPGR https://t.co/FVm2Kl1yCx",1
"Cuando publiquen sus farras.. por fa confirmen si llegaron bien a casa, xq nos quedamos muy preocupados!
#sarcasmo nivel Dios!",1
#Ironía Mientras tanto Corán 5:32 dice que quien mata a un inocente es como si hubiera matado a toda la humanidad. https://t.co/BS0BxSVRVH,1
Las resoluciones del INE siempre contundentes... #Sarcasmo #Elecciones2015 #CNNvoto2015 #PlayadelCarmen http://t.co/j6508QwBaa,1
"@sabjm48 @gemmaubasart FORAA LA MAFIA, PERO PACTAREM AMB EL PSC QUE NO TÉ CAP CAS DE CORRUPCIÓ #ironia",1
"Yo no tengo Enemigos, tengo Fans Confundidos. #sarcasmo",1
#Ironia 6 personajes históricos que no fueron tan buenos como todos pensamos tenia problemas mentales e injustos  http://t.co/GFpfxAQ5pQ,1
"Hay policias de transito que son utiles MIEMBROS de esa organizacion, RECTOS para hacer su trabajo! #sarcasmo #traficogt #emetra #pmt",1
"Este usuario tiene comida y medicina en su casa, dale rt y vayamos a abastecer en su casa, #sarcasmo #supaisesnarnia https://t.co/JjHQBBSIUa",1
"@la_patilla En todos los estados yo cambie panal por leche el gigante lo dijo, no pudo ver su sueno echo realidad #sarcasmo ja ja",1
@HerreraenCOPE @EricFrattini esta claro q la cabra tira al monte. Deseando oír tu objetividad e imparcialidad#sarcasmo#charnegorebotao,1
@Carlosedicion @Desde_LasGradas y contanmos con eso 2 fajones rebotero que no se dejan de nadie #Sarcasmo,1
"Amagueu els vostres fills,q venen els catalanistes de compromís i vos els van a llevar.P.D: Diuen q Monica Oltra es menja als bebés  #ironia",1
"Critican las matemáticas por PC, cuando para programarlas es pura matemática 
#ironia",1
@WilhelmGDL Fox ? hace un año ... y nadie viene con una oferta millonaria jajaja #sarcasmo,0
De lo bueno tengo lo mejor *-* #friends #lasamo #lasmejores #haciendotarta  #tartadecorazón #estababuenisiima #ironia http://t.co/Ezwtf466Zh,1
"@al4677 @Samu2604 Cuidado no vayan a reírse de ti, que es muy derp. #Ironía",1
"#Ironia #Grecia El ""chiripas"" hace un referéndum que dice no a una oferta de la UE y ahora aprueba otra (cont) http://t.co/MRFWYluEl9",1
"No leí "" finanzas personales "" en ese tuit ??? #sarcasmo #tuitsinaportecultural https://t.co/8qHxZjuEPS",1
Nos duele q le quiten un poco de Riqueza a Los millonarios pero no nos duele q haya gente q no tiene ni para comer #Ironia #BorregosMentales,1
"#Ironia: los que apoyan el aborto y están a favor de.la publicidad de Profamilia, nacieron,  los dejaron vivir #MetroEsVidaNoAbortos",1
"¡Qué irritante es el berrinche y ""quejadera"" de un adulto que no entiende que los niños lloran!!! #Ironía #BofetónDeCariño #ShotDeEnergía 😘",1
@Lou_Gravesen @cope_es @diarioas y Gato que es una tapadera para el fichaje de Reus!! #ironia,1
"""@LocosxelSanFra: #Sarcasmo 

¡La última vez que plaza salio campeón! http://t.co/eHwVvkcfvO""",1
@sontyde No amiga Sonia todo esta barato..Ayer hice mi super y tngo mis $58 en mi bolsillo.. #vamosbien #sarcasmo,1
"Estimados tuiteros, recuerden poner los letreros tipo [#Sarcasmo] ó [#EsJodiendo] cuando pasen coleto porque la gente se puede resbalar",0
En el 29 #NiUnPibeMenos #Ironia #Panchos #Hipocrecia #Frio,1
Los de adidas se lo han currado con la camiseta del valencia cf eh!!!  #ironia creo que prefiero comprar la del año pasado a mitad de precio,1
"@MujiKarla: #ironia de la vida El Show del amargado @Drdesconocido, divertidísimo! Boletos en http://t.co/o1xvH1Z5SB https://t.co/8bxyDptMMd",1
"@patrigranollers això, una mostra de la immillorable integració de la immigració andalusa a #rubicity i a Catalunya en general #ironia",1
@TD_Deportes me tiene arto de toda la informacion que han sacado del #HomeRunDerby de @LigaMexBeis #Sarcasmo,1
Siempre es interesante intentar realizar una instalación remota de una aplicación en access y que no esté access instalado. #access #Ironía,1
Me acabo de dar cuenta de lo bien que escribo cabreada oye #Ironía,1
"Cuando l@s perr@s ladran es señal de que estamos avanzando ;)
#Sarcasmo",1
5.2M a #Virzi y solo 100k a CD? Qué pilinquis los de #hidalgo&amp;hidalgo #Sarcasmo,1
Hoy INDA está teniendo más razon que un santo. ¿Se habrá dado cuenta de la realidad y está intentando cambiar? #NoSeQuePensar #Ironia,1
"@viviribeirod Jajaja obvio, era #Sarcasmo",1
"-¿Qué raza son?
- RAZA AMOR Y CARIÑO.
- ¿Los vende o los regala?

#No #Entendió #La #Ironía",1
"@chachacha_p3 @cope_es serán muy católicos!
Es por culpa del sobrino que estamos así!#ironia",1
"Hola! Me canse de escribir la.palabra ""hola"" es muy larga que los dedos se calambran de tanto teclear aquella palabra xddd #ironia",1
"Tranquilos, hoy vuelve Messi ante la gran #Jamaica hará un poker de goles. #CopaAmericaPlus #chile2015 #sarcasmo #hacienda #hormonas",1
@LlopVaquer @franmaop la prueba de q la economía lo permite es q siguen tirando de la caja de pensiones.. #ironia,1
#Sarcasmo ¿Q mal lo está pasando el sr. Pons cuando después dsu memorable bronca a #Tsipras la #UE vuelve a darle € dla esquilmada #España?,1
"#ironia La república francesa agasaja de manera especial a los Reyes Borbones de España, cuando pasaron a sus antepasados por la guillotina",1
"Perdón si hiero susceptibilidad pero ""Se acaba la rabia y los perros vuelven hacer los mismos"" #Sarcasmo #NuncaHagasLoQueNoQuierasQueTeHagan",1
@deniseberger30 @msalnacion @pami_org_ar ls gurues de La Gran MaKro dicen q las trabas a la impo son x nuestro propio bien Denise! #sarcasmo,1
@Insanitydog @_Anemona_ @Dorowk @Samaro19 @RatcheTySora METED A MAS GENTE POR FAVOR. #sarcasmo,1
Qué fastidio que todas las gestiones administrativas no se hagan tan rápido como quitarle el Tour a Contador y h entregarlo a Shleck #Ironía,1
@revistaproceso Válgame Dios no es posible que esos ignorantes franceses le hagan eso a nuestro presidente! #Sarcasmo http://t.co/uznGWsFoTH,1
¿¿Como es posible tener dos fuertes sentimientos contrarios entre si hacia una sola persona?? #ironía,1
"No podemos vivir deseando el mal a los demás, si por casualidad ocurre y se lo merecen, lo disfrutaremos, pero es distinto jajaja #SARCASMO",1
"Wooo Jonan Perrea viene a Gandia woooo que bieeen quiero autógrafo! #Ironía 

Por favor... Cuanta tontería...",1
En vzla mi comida saludable sera no tener comida y morir de hambre!! Que triste #ironia #escasez,1
@JCFelipo tenía que haber puesto #Ironia al final del tuit por lo que veo :),1
Vivimos en una sociedad donde MENTIR se volvió rutina TRAICIONAR en monotonía y ser HIPÓCRITA era la ropa de hoy en día #SARCASMO ...,1
"@MauricioRodasEC al parecer vas ganando: solo tu casa ""nueva"" vale lo q todo el patrimonio de .@MashiRafael #DiálogoPresidencial #Sarcasmo",1
Buen dia patria..... vengo llegando de votar..... hasta ahorita había cola en mi centro..@LaDivinaDiva #sarcasmo @dgala23 @la_patilla,1
¡No más químicos! Sobre todo agunos compuestos despreciables de carbono y oxidano que traen al mundo algunas fábricas biológicas #sarcasmo,1
"¿Con la muerte de Don Jacobo, el reloj de Catedral seguirá marcando la 1 de la tarde? #SARCASMO",1
Los sitios sin Wi-fi me dan mala señal. #DobleSentido #ironía,1
@ibrahimlopezp #sarcasmo me imagino @ibrahimlopezp,1
Novedad en CartelitosFace -Si supieras de que me río #ironia-- http://t.co/vy9KTP81mQ http://t.co/aprOBqiWle,1
@neojerrold seguro diría eso! #sarcasmo,1
@elalbertomedina es evidente q todos tus analistas y panelistas de los últimos dias estén pagados por el #PRIdeSiempre y Beltrones #sarcasmo,1
Ahora me tocó de Doctora Corazón. Un Corazón roto alentando otro corazón roto... #ironía 😳💔💔,1
Ya entendi la primera ley de newton #clavoun10 #sarcasmo,1
@ecorepublicano quien decidió la coronación de Felipe VI? Tu? Yo? Nose... #sarcasmo #paisdepandereta,1
Base argumental para los proximos de capitulos de la serie de TV 24 #sarcasmo https://t.co/SlcrjQ4mbO,1
Mi vida ⬇ https://t.co/BGm2t5edQC,1
"@sbassi lo +hermoso #sarcasmo es en municipalidades donde piden fotocopia triplicado y  tenes cartelito ""fotocopias, enfrente"" @fergleiser",1
"JAJAJAJAJA El mago enmascarado es un cojudo alado del @MAGOSINDIENTES JAJAJAJAJA 
#sarcasmo x 1000000000000",0
Jugando softball un chavo insulto a otro diciendo tiras como niña y cuando yo le lance me dijo tiras súper bien #ironia #nohaycongruencia,1
"Nosé porqué ultimamente te extraño tanto?Ya sé,  es porque ahora ya no te tengo.   #Ironia",1
Ella con 26  directora del Banco Nación y yo acá con 24 nada haciend cola en el Nación pa cobrar el plan. #Sarcasmo #noescritica #goodluck,1
"@x8vilches Porque obviamente todo lo que se escribe en twitter, más aún lo que yo escribo, es con dedicatoria para alguien #Sarcasmo",1
"#otrodía 🌞, otra #ironía ⁉️",1
@FloowerPowerr_ me rio en tu cara #sarcasmo,1
@CardenalesDice wuaaaao matando la liga seremos campeones #sarcasmo,1
"Me encanta la gente que se enamora cada vez que conoce a alguien, eso si que es amor del bueno vamos #loquerapidovienerapidoseva #ironia",1
"@cristiancaiza Claro pues jaja... Si tengo que poner #sarcasmo , fracasé como sarcástico jaja",1
@A_M_V_C @FBR_cl @CAReyesG @Fdo_Pinto olvidé poner #sarcasmo en mi última respuesta xD. No pienso leer eso. Ya fueron. Cosa de gustos :),1
"Le sacaron la ""roja"" a #RojaDirecta... #ironía #risas #humor #jaja #depresión",1
"Que no les cuenten, que no les digan. les venimos ofreciendo candidatos ""independientes"" #sarcasmo #Veracruz :http://t.co/eM3Q5ikfGw",1
"Poemario Libro 2 Pensamiento 2 ""IRONÍA DE AMORES PROHIBIDOS"" http://t.co/8oVBAvBfZ5  #Poems #poesía #ironía #amoresprohibidos #Acapulco",1
Nadie sabe para kien trabaja. #sarcasmo 😏,1
"El HD de Telemadrid es raro, de grano gordo, pero me consuela que después del partido de basket echan el comisario brunnetti #ironia",1
"Tantas cosas que puedes hacer conmigo, y; solo quieres hacerme falta #Ironía",1
Y así es todo...  Jajajajaja #ironia http://t.co/ysDibNcnae,1
No puedo ir a la piscina porque estoy gordo entonces.. puta bida 😢 #ironia,1
"#Ironia El himno español no tiene letra, ¿verdad? #LeyMordaza",1
"Día de elecciones en todo #tampico y #madero , #TomeSusPrecauciones #sarcasmo",1
"¿Las Palmas o Los Pelmas? 
#Ironia",1
Hoy tengo un martes muy sarcástico !......#sarcasmo #nivel #dios http://t.co/GI93Q7pFrk,1
@pty_507_pma eso es percepción!!! No escuchas al Ministro de Seguridad????!!! #sarcasmo 😉,1
Que Raro #ironía https://t.co/YGtmpYO8Hk,1
"por cierto, soy yo , o parece que The Division ha sufrido un downgrade muy interesante? #sarcasmo",1
"Acabo de ver un bus de Rialta y bueno, me pregunto cuan vacío estará el año que viene con sus precios bajos y sin beca. #IRONIA",1
@la_patilla #SARCASMO los C.V.abarrotados segun JRodriguez q no se llamen a engano.,1
"¿Ya informó la Comisión Nacional de Seguridad que el Chapo Guzmán, se fugó del penal del Altiplano ""sin efectuar un sólo disparo""? #Sarcasmo",1
nos hemos equivocado..hay que hacerse cura https://t.co/ozQdUSSHte  ..venga todos a rezar #ironia,1
Estoy re loco me tomé 3 speed no entiendo nada #Sarcasmo,1
Hace unos días #amor hoy #odio #sólopareciaamor #ironía,1
Tranquilos no es Ylenia la que canta no merece la pena.... #Sarcasmo https://t.co/QzjTnxxHUQ,1
"Hay mujeres que piden respeto a los hombres, cuando ellas son las primeras en no darse a respetar! #Ironia",1
Lena Dunham haciendo un cameo en Scandal como una feminista escritora. Qué raro... #ironía,1
"@hacerfotos @quesabesde fe de erratas, en 2001 sorry. EL niño fue repatriado a #cubaParadise #ironia",1
"""Estados Unidos tenía a Houdini. México tiene a El Chapo "". #Sarcasmo #Fail",1
"Porque @Epn va a cancelar sus vacaciones, digo su gira si el que se fugó solamente era el mas buscado del @FBI @CIA #Sarcasmo #ChapoGuzman",1
Twitter aparte de enseñarnos a escribir #indirectas  también es una buena forma de usar el #sarcasmo,1
@JesusVenner1 @jgaGamboa @aplanells @prensacom doble moral??!! Cómo puede decir eso de la decencia hecha gobierno??!! 😒 #Sarcasmo,1
"@ftejerina5 Total, que Canal+Liga más Canal+Champions saldría por 30€ más a sumar a los 65€, un chollo... #ironía",1
El dinero va y viene pero la patria siempre queda.  #sarcasmo #TipsAhorrarDinero,0
@antoniomb1412 sii... Claaaroooo.... #Ironía,1
Hay que ver que los hombres si son bien machistas y egoistas con sus sentimientos! #Datodeldia #true #sarcasmo #razon,1
"@mafalda80s @Retwiteadero @dilobienoficial @CarlRamirezA  @Piery71 jaja,y ustedes son estudiados??? la educación ya no es lo que era #ironía",1
"@ChumelTorres ya quedo Chumel, no era pa tanto. #sarcasmo http://t.co/M3ly0IFUGp",1
"""No pinches mames"" presenta: ironía nivel dafuq, la asociación para gente extremadamente inteligente se llama MENSA #ironía",1
"Nada tio ,que el colegui se ha empeñado en pasar a la historia como otro que hundió el pais por completo , #bravo #respect #ironia",1
Amo a la gente irónica #Ironía #LenguajeUniversal 😉,1
@Karlageanella @sofikathecm @ximenacab @apachealsides lo bueno es que es muy creyente en Dios. #sarcasmo,1
Pezado de baile el de Nacho Montes no? Nos ha dejado flipados con la ímpetu que ha puesto.. #ironía,1
"De esas veces que quieres y buscas la enajenación con ansias, las mismas ansias que te hacen rechazarla. #Irony #ironia",1
Cuando hay globales hace un tiempo de la leche ahora se acaban y se pone a diluviar... Genial oye #SARCASMO,1
"yo opino si @gordomax y @salgari22 el pastor de obejas @carlosrivasTAII tiene esperanza de volver como si nada. todos son ""inocentes""#ironia",1
"Que bueno, ese intento de lluvia era lo que necesitabamos para tener mas humedad 😁 #Ironia",1
"@AnaQuirantes Dios se escribe con mayúscula, un respeto ano. #ironía #casicuela",1
Lo de abrir la tienda a las 24:00 h. del #atleti Creia que traeria sorpresas tipo camiseta de Reus. #ironia,1
@OscarLazoE ya lo tengo. #sarcasmo  y tu de cuando acá apareces... Pensé que el amor te había tragado ah y tu amor por #MVLL,1
El ridículo español en la #CopaDavis ha sido mayúsculo... ¿Será culpa de Gala León? #Ironía,1
Aquí los #Cules dando mal ejemplo con tanta #CopaDelRey..... Pasaran los controles de alcoholemia? #Ironia #CopaFCB http://t.co/S2syBgzeQx,0
Que bueno llegar a casa #Ironia,1
"@bejewtal claro, es el objetivo fundental de la OTAN, matar civiles árabes. #Sarcasmo",1
@WesterosToday @HieloyFuegoWiki @JuegoDeTronosTM @juegotronosplus @arbolsonriente @Los7Reinos @EGigamesh por fin no? #Ironía,1
@FRANALVARO1 @jorgeneo pagando Qatar y siendo el club mas valioso en Forbes que más da eso. #ironia,1
"¡Un buen psicópata siempre te desea un feliz cumpleaños! 
#Sarcasmo #Psicópata #FelizCumpleaños http://t.co/UHHV1yNiuw",1
"#IRONÍA: La Habana, elegida Ciudad Maravilla del mundo. Aquí: [link removed] … [link removed] #Cuba",1
piensa que es una #Ironía y en realidad es todo #Verdad.,1
"El titolar hauria de ser ""el PSC hará una lista de Chacón?"" La resposta és obvia, joc de paraules inclòs https://t.co/kE890zUTlO",1
"Piden personas que sepan que es lo que quieren para su vida, pero ni ellos mismos saben que es lo que quieren para su propia vida... #Ironia",1
"Todo el mundo habla del chapo, pero nadie habla de nuestro señor jesucristo.

#Sarcasmo",1
Qui ho havia de dir que el proces independentista s'acabaria pq la CUP faria una proposta generosa i CDC es mostraria intransigent? #ironia,1
".@AtxeSinH sobre esos molestos refugiados y desplazados. 
#viñeta #humor #ironía #chiste http://t.co/FQdxVbrD8Y",1
Y el error más grande .. preguntarle a ella que le paso #ironia #Mujeres,1
@jjaviervazquez yo también te veo te veo jjjjj #ironia,0
"@JuanRiosCantu esos ""populistas"" que quieren que haya educación universitaria para todos. #Sarcasmo",1
@maskedlizard disculpa. Olvidé el hashtag #sarcasmo,1
Dejaré esto por aquí y #sarcasmo http://t.co/WjjDYPSwHW,1
@TrollNoFavorito @ZulayRL @777asturias @arivera2457 @PabloPueblo21 @dmcyesa @ZorayaDiaz1 @edunar54 #Sarcasmo?Típica Cd haciendosuyo lo obvio,1
Mi suerte mejora por momentos..#ironia,1
@9arroyo9 si seguroo... #ironia,0
#chiringuitocasillas roncero eres el puto amo #sarcasmo,1
"El que sabe sabe!!
Dicen tener #Sarcasmo del #DrHouse y no llegan ni al #Sarcasmo del… https://t.co/1f0IuIFPBo",1
"Y otro más que se une a criticar a Marc Marquéz... Andrea Iannone, el más indicado jajaja, el que no da nunca golpes ni arriesga #Ironia",1
"pues a currar, con pecha de ganas #ironia #on #fuck #work ✌👊👊 https://t.co/tdnzGplS0F",1
@july__guzman  ajjajja #ex #novios #exnovio #señorsarcasmo #sarcasmo https://t.co/WcykKc275X,1
Para que aprendan #México #sarcasmo http://t.co/5J9vswSZFp,1
Y la noticia mas esperada jajaja #sarcasmo 😝 así pasaaaaa.. #SeVeiaVenir 😉,1
"Un buen titular para analizar el futuro de Grecia sería ""¿Y ahora, qué?"". #ironía #sinánimodeofender",1
"Yo..?
Naaaaa!
Perra 😒
#fuckyou #bitch #sarcasmo http://t.co/D2kbFUZftV",1
Que los abstemios y nulos electorales ya pueden formar un partido político el cual se posicionaría en 5to lugar a nivel nacional.  #sarcasmo,1
Yo voy por la burla fina y disimulada #ironía,1
"No me ha quedado claro, @ristomejide va doblar a Bart Simpson entonces? #ironia #crack",1
Cinismo político https://t.co/FFrI63qNZL,1
#SoyExpertoPara no ser experto! #Ironía #AyYaElMasPoetico #MartesDeGanarSeguidores,1
"Quiero ir a la escuela de actuación de Jackie Chan 

#Sarcasmo",1
Tengo a cualquier idiota en Facebook y como es posible que a el no #ironía,1
"Heterosexuales criticando a homosexuales que quieren adoptar los hijos que ""los normales"" dejan abandonados... #ironía",1
¿Ya botaron? #sarcasmo.,1
"Antes me lo creía y no lo me lo decían, ahora me lo dicen y no me lo creo #ironía",1
"GRACIAS FUJOSHIS! 

GRACIAS FUNDASHIS(?

#Sarcasmo",1
"Jajajajajajajajajajajaja :v :v
#Sarcasmo",1
"No sólo queréis meter a Artur Mas en la cárcel, sino que queréis meterle en una cárcel española!!! Cabrones.. #ArturMasEnSotoDelReal #ironía",1
"@RCDNews normal si lo ha hecho todo perfecto...hizo un cambio de entrenador fundamental al inicio de liga,etc #Humildad #Ironia",1
#Ironia  ¿no te suena? la mentira que esta vida lleva,1
"Que tengamos que estar pasando incertidumbre porque el ""honradísimo"" y de ""centro izda"" Ciudadanos pueda pactar con PP #Ironía #L6elecciones",1
"@carmen_pual @antena3com @Pekinexpress A mi lo q me sienta mal es q ponga Pekin cuando estoy viendo los anuncios, ya les vale...  #Ironia",1
"En EEUU y en Francia, la derecha se hace llamar a sí misma ""Republicanos"". #Ironia Cuanto queda por madurar por aquí.",1
Si es q cuando dijeron arpías y putas yo dije #combo #voyahí #sarcasmo,1
"No fumo, no bailo, y ahora ni bebo, ni puedo tomar coca-cola! https://t.co/eZcEEMLQFH",1
"Ostia tío, cómo lo petas.
No, de verdad, eres lo más.
#ironía https://t.co/IwUMm4S0rc",1
"Qué dirá el magnánimo, sabio y omnipotente  @HUGOILLERA con el campeonato del Cali. Sacó o no ventaja el Medellín en el Valle  #Sarcasmo",1
@ContactoCantv mas de +4 horas sin servicio de Internet en El Paraíso... ¿será que llega hoy? #EficienciaONada ? #Sarcasmo,1
Pero llevan to la Fiezta JAJAJAA #Ironia #Insuperables,1
Siempre me he preguntado algo sobre los hermafroditas cuando eyaculan eyacularan óvulos ??? Y su menstruación seria blanca ? #sarcasmo :'v,1
Puntuad según foto de perfil 1- Feo 🔫 2- Guapo 😍 #Sarcasmo #StopCadenasPaTirarCaña ?...   http://t.co/7lWtu3WUJp,1
Que raro se siente ser bueno en algo que no me gusta hacer. Como ser metalero y que la única balada del disco sea el único Hit #ironía,1
"Participan en los ""#"" de #EsDePobres, #EresGordaSi y de más aaah pero los bebeshines se #INDIGNAN si usas el #SARCASMO jajaja.

#DobleMoral.",1
"Y después,  a la #chingada  #mujeres #sarcasmo #facebook http://t.co/RRZvrWPfrD",1
Una vez muerto Christopher Lee hemos encontrado como sustituto del anticristo a Maroto. Vitoria es así. @Nortexpres #ironia,1
"Mañana se re pone la marcha 👌👌
#sarcasmo",0
La fiabilidad de McLaren es la mejor. 9 abandonos en lo que llevamos de temporada. #Ironía,1
"@TrimunderDIM @DIM_MRMH @Te_Quiero_Rojo @EnlaceDIM Por eso mijo, por eso... #Sarcasmo",1
Resolución 4K,1
"La paja del horóscopo: Posibilidad de embarazo. Mmm, no sabía que a uno lo embarazan por tlf. #ironia",1
"#TATGranada15 un incomprendido en Twitter #ironia,  que se lo digan a #Sheldon #thebigbangtheory",1
Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/BCbTItCnEg,1
Mirar #MasterChef con una sopa instantánea en mano #ironía #NoMeEstariaHaciendoEfecto,1
Jajaja:-) https://t.co/6SazozTfdy,1
Jajajaja #Sarcasmo 😂😂💪🏻👇🏻 https://t.co/jI2mET0VUz,1
@Lentejitas @LucasBlanque Te falta ese pasito que te haga de izquierdas. Tienes que razonar más y mejor para conseguirlo #ironia,1
#EcuadorPaisDePaz pero si es solo el 2% de pelagatos porque tanta preocupación haciendo vigilia... #Ironía,1
